제목,줄거리,장르,연령등급,제작연도,평점,포스터 이미지,OTT
넘버 3,"깡패 태주는 일류에 도전장을 낸 삼류깡패이다. 언제 자신이 이 세계에서 나뒹굴어질지도 모르는데 일류를 향한 마음엔 변함이 없다. 그는 무식한 라이벌인 재떨이와 항상 으르릉대고, 시에 젖어사는 아내 현지를 유일하게 51%나 믿고 있다. 그외에 욕쟁이 검사인 마동팔과 번지르한 말솜씨를 뽐내다 꼭 도중에 말을 더듬거리는 뜨네기 조직 두목 조필, 삼류시인인 자칭 랭보등이 영화속을 헤집고 다니면서 삼류인생들의 인생사를 펼쳐낸다.","코미디, 액션",청소년 관람불가,1997년,3.6,https://file.kinolights.com/m/content_poster/202307/12/446df151-84e5-4005-beb0-0453ee5c8cc9.webp,"넷플릭스, 쿠팡플레이, 티빙"
네 무덤에 침을 뱉어라,"잔혹하게 짓밟힌 그녀의 복수가 시작된다!

시골 마을로 글을 쓰러 온 미모의 여성작가 제니퍼(사라 버틀러 분)는 도시를 벗어나 여유롭게 전원의 분위기를 만끽한다. 하지만 혼자 한적한 산장에서 지내는 그녀의 존재를 알게 된 동네 청년들과 보안관은 그녀의 집에 몰래 들어가 잔혹하게 그녀를 강간하고 폭행한다. 죽은 줄 알았던 그녀는 자신에게 끔찍한 상처를 준 가해자들에게 잔인한 복수를 하기 시작 하는데…","스릴러, 공포",청소년 관람불가,2010년,2.4,https://file.kinolights.com/m/content_poster/202307/12/9abe42ca-8d29-45ba-8dd7-b52aec0ec2cc.webp,"왓챠, 티빙"
네가 마음을 주었으니까,이국의 정서가 넘치는 나가사키를 무대로 펼쳐지는 가혹한 기적이 일으키는 판타지 러브스토리,로맨스,15세 이상 시청가,2024년,3.6,https://file.kinolights.com/m/content_poster/202411/26/28e32bdb-7039-4f41-b01d-7d24fa860424.webp,"왓챠, 티빙"
노 웨이 업,"멕시코 휴양지로 가는 비행기. 하지만 비행기의 엔진 문제로 사고가 발생하고 깊은 바닷속으로 추락한다. 주지사의 딸 에이바와 경호원 브랜드, 남자친구 제드, 카일 그리고 어린 소녀 로자와 할머니, 승무원 다닐로까지 단 7명만이 살아남지만 비행기 에어포켓 안 공기가 떨어지면서 점점 깊이 가라앉는다. 생존 시간은 턱 끝까지 차오르고 상어 떼마저 이들을 위협하는데…","액션, 스릴러",15세 이상 관람가,2024년,1.7,https://file.kinolights.com/m/content_poster/202406/03/100fd8c5-9fcb-4c89-9257-c10076082bea.webp,티빙
노 하드 필링스,집을 잃을 위기에 처한 매디는 돈을 벌기 위해 내성적이고 어색한 성격의 부잣집 아들과 데이트를 하기로 한다. 예상보다 쉽게 풀리지 않는 상황 속에서의 그녀의 여정이 펼쳐진다.,"코미디, 로맨스",청소년 관람불가,2023년,3.0,https://file.kinolights.com/m/content_poster/202311/29/a231d050-5170-4d92-aed3-3371a825de15.webp,"넷플릭스, 왓챠"
노다메 칸타빌레,동명 만화를 각색한 음대생의 음악을 향한 열정과 달달한 로맨스를 다룬 코믹물.,"드라마, 코미디, 로맨스",15세 이상 시청가,2006년,4.0,https://file.kinolights.com/m/content_poster/202307/12/eccfa64c-a80d-45f9-ae24-92c76ae8172b.webp,티빙
노량: 죽음의 바다,"1598년, 7년간의 임진왜란이 종결되는 마지막 해 겨울바다, 왜란의 원흉인 `왜군`을 섬멸하기 위한 이순신과 철군을 해야 하는 `왜군`, 두 나라와 얽힌 명나라, 3국의 전투이자 이순신의 마지막 전투를 다룬 이야기.","드라마, 액션",12세 이상 관람가,2022년,3.3,https://file.kinolights.com/m/content_poster/202312/05/be5e5d75-cb93-4554-a1af-d090ae88cdd7.webp,"넷플릭스, 왓챠, 쿠팡플레이"
노매드랜드,"줄거리 : 경제적 붕괴로 도시 전체가 무너진 후 펀은 작은 벤과 함께 낯선 길로 향한다. 그곳에서 각자 사연을 가진 노매드들을 만나게 되고 광활한 자연을 느끼게 된다.

1분 정보 : 제시카 브루더 작가의 <노마드랜드: 21세기 미국에서 살아남기>를 원작으로 하는 영화. 제78회 골든 글로브 시상식 감독상, 제93회 미국 아카데미 시상식 감독상, 여우주연상 등을 수상했다. 프란시스 맥도맨드는 실제 노매드를 체험했었다고 한다. 실제 유목민들을 캐스팅하여 영화를 촬영했다.",드라마,12세 이상 관람가,2020년,3.9,https://file.kinolights.com/m/content_poster/202307/12/1dd9f450-c6f4-4e94-bb71-0f4be8716b7d.webp,쿠팡플레이
노바디,"비범한 과거를 숨긴 채 남들과 다를 바 없는 평범한 일상을 사는 한 가정의 가장 ‘허치’. 매일 출근을 하고, 분리수거를 하고 일과 가정 모두 나름 최선을 다하지만 아들한테는 무시당하고 아내와의 관계도 소원하다.
그러던 어느 날, 집안에 강도가 들고 허치는 한 번의 반항도 하지 못하고 당한다. 더 큰 위험으로부터 가족을 지키기 위한 선택이었는데 모두 무능력하다고 ‘허치’를 비난하고, 결국 그동안 참고 억눌렀던 분노가 폭발하고 만다.","코미디, 액션",15세 이상 관람가,2021년,3.5,https://file.kinolights.com/m/content_poster/202307/12/adb903b5-1b1f-428a-9795-507f25f5c14e.webp,"왓챠, 쿠팡플레이"
노스맨,아버지를 죽이고 왕위를 차지한 숙부를 향한 복수를 다짐한 왕자. 자신의 정체를 숨기고 바이킹 전사로 성장한다! 운명을 지배하는 바이킹의 처절한 복수가 시작된다!,"드라마, 액션",청소년 관람불가,2022년,3.5,https://file.kinolights.com/m/content_poster/202307/12/4009a55f-320e-48c8-bd1f-442c4e6410d8.webp,쿠팡플레이
노스페라투,오랜 시간 통제할 수 없는 강력한 힘에 이끌려 악몽과 괴로움에 시달려 온 엘렌. 남편 토마스가 거액의 부동산 계약을 위해 머나먼 올록성으로 떠난 후부터 엘렌은 불안 증세가 심해지고 알 수 없는 말을 되뇌인다. 기이한 현상들이 일어나며 마을로 점점 짙게 번져오는 그림자. 영원한 어둠 속에서 깨어난 올록 백작이 찾아오는데...,"공포, 판타지",청소년 관람불가,2024년,3.4,https://file.kinolights.com/m/content_poster/202412/17/399efbf7-6e66-4020-ad29-7b703ed47efa.webp,왓챠
노인을 위한 나라는 없다,"줄거리 : 모스는 총격전이 벌어진 사막 한가운데서 이백만 달러가 있는 가방을 발견한다. 한편, 살인마 안톤 시거는 돈 가방을 찾고, 보안관 벨은 사건을 쫓기 시작한다.

1분 정보 : 소설가 코맥 매카시 작가의 동명의 소설을 원작으로 하고 있다. 제65회 골든 글로브 시상식 각본상, 제80회 미국 아카데미 시상식 각색상, 감독상을 수상했다. 하비에르 바르뎀은 두 시상식에서 모두 남우조연상을 받았다. 어려운 내용을 담고 있는 영화지만, 긴장감 넘치는 연출과 안톤 쉬거라는 살인마의 카리스마 덕분에 흥행했다는 이야기가 있다.","드라마, 스릴러",청소년 관람불가,2007년,4.2,https://file.kinolights.com/m/content_poster/202307/12/13b3a5e6-7c0b-4732-a07c-a7af3d956f0e.webp,쿠팡플레이
노트북,"17살, 노아는 밝고 순수한 앨리를 보고 첫눈에 반한다. 빠른 속도로 서로에게 빠져드는 둘. 그러나 이들 앞에 놓인 장벽에 막혀 이별하게 된다. 24살, 앨리는 우연히 신문에서 노아의 소식을 접하고 잊을 수 없는 첫사랑 앞에서 다시 한 번 선택의 기로에 서게 되는데…","드라마, 로맨스",15세 이상 관람가,2004년,3.6,https://file.kinolights.com/m/content_poster/202409/24/e2f18a53-69e6-4c85-9bca-12b3ce0cf200.webp,"넷플릭스, 쿠팡플레이"
노팅 힐,"SHE. 그저 여자일 뿐이에요 사랑받길 원하는
HE. 난 노팅 힐에 당신은 비벌리 힐스에 살죠.

세계적인 스타이자 지구상에서 가장 아름다운 여자 ‘애나 스콧’
런던의 노팅 힐에서 여행 전문 서점을 운영하는 남자 ‘윌리엄 태커’
아주 평범한 사랑을 기다리는 그녀와 너무 특별한 사랑이 두려운 그의
꿈 같은 로맨스가 다시 시작된다.
여기 노팅 힐에서..","드라마, 코미디, 로맨스",12세 이상 관람가,1999년,3.8,https://file.kinolights.com/m/content_poster/202307/12/59371d09-58f7-4a3d-8bf4-e22fa103f21a.webp,"왓챠, 쿠팡플레이"
놀아주는 여자,어두운 과거를 청산한 큰형님 ‘지환’과 아이들과 놀아주는 미니언니 ‘은하’의 반전충만 설렘충전 로맨스,"드라마, 로맨스",15세 이상 시청가,2023년,3.4,https://file.kinolights.com/m/content_poster/202405/16/050f984d-d978-477e-93d7-69260c4f275d.webp,"넷플릭스, 티빙"
놉,"그것은 우리 위에 있다. 거대하고, 주목받길 원하고, 미쳤다. 나쁜 기적이라는 것도 있을까?","스릴러, 공포",12세 이상 관람가,2022년,3.6,https://file.kinolights.com/m/content_poster/202307/12/55418340-d4b1-45cc-ba8c-3b5feb0aa79c.webp,"왓챠, 쿠팡플레이"
누가 공작의 춤을 보았나?,시대를 초월한 두 사건에 휘말린 부모와 자식의 사랑과 운명이 엇갈리는 궁극의 휴먼 크라임 서스펜스 드라마,드라마,15세 이상 시청가,2024년,0.0,https://file.kinolights.com/m/content_poster/202411/13/656092a5-d7d2-4718-8fe4-2a99110e96b9.webp,"넷플릭스, 왓챠, 티빙"
누들누드,"성인 만화 잡지 '미스터 블루' 인기 작가 양영순의 원작 만화를 성인용 애니메이션으로 제작된 작품. 11편의 야한 이야기로 구성되어있으며, 극장 개봉 없이 비디오 출시를 목적으로 제작되었다.",애니메이션,청소년 관람불가,1998년,2.2,https://file.kinolights.com/m/content_poster/202307/12/f5fb6d08-9b0b-45e2-9a2e-460aaf2a2ceb.webp,"왓챠, 티빙"
눈물의 여왕,"""세기의 결혼... 세기의 전쟁?"" 퀸즈 그룹 재벌 3세, 백화점의 여왕 '홍해인'. 용두리 이장 아들, 슈퍼마켓 왕자 '백현우'. 3년차 부부의 아찔한 위기와 기적처럼 다시 시작되는 사랑 이야기","드라마, 로맨스",15세 이상 시청가,2024년,3.5,https://file.kinolights.com/m/content_poster/202410/08/ccbc0bd4-9a3f-4e06-b2dd-694999669786.webp,"넷플릭스, 티빙"
눈에는 눈 이에는 이,"완벽한 범행, 치밀한 함정, 예측불허 반격의 104분! 마지막에 웃는 자 누구인가! 대낮 서울 도심 한복판 수 십억 현금 수송차량 강탈 사건에 이어 제주도 공항에서 밀수 금괴 600kg이 연기처럼 사라진다. 전설적인 형사 백반장의 이름을 사칭해 완전범죄를 성공시킨 범인은 바로 안현민! 분노한 백반장은 안현민을 집요하게 쫓지만 안현민은 번번히 백반장의 그물망을 빠져나간다. 승자를 알 수 없는 숨막히는 레이스가 계속되는 가운데, 위기에 몰린 안현민은 오히려 백반장 앞에 나타나 자신의 목숨을 포함한 뜻밖의 제안을 하는데...과연 이것은 기회인가, 함정인가?","액션, 스릴러",15세 이상 관람가,2008년,2.7,https://file.kinolights.com/m/content_poster/202307/12/1f3fec52-33a3-46a8-8577-a57022742fec.webp,"넷플릭스, 왓챠, 쿠팡플레이, 티빙"
눈의 여왕4,"과학과 기술만을 최고로 여기는 해럴드 왕은 우연히 발견한 마법 유물 ‘미러랜드의 문’을 이용해 세상의 마법사들을 그곳에 가두려는 계략을 세운다.

위험에 처한 마법사들과 겔다의 가족들은 최후의 수단으로 함께 갇혀있던 눈의 여왕에게 도움을 요청하는데…","코미디, 판타지, 애니메이션",전체 관람가,2018년,3.1,https://file.kinolights.com/m/content_poster/202307/12/21fb9a87-1458-4d95-9d25-69c6fb01d932.webp,"넷플릭스, 왓챠, 티빙"
눈이 부시게,"주어진 시간을 다 써보지도 못하고 잃어버린 여자와 누구보다 찬란한 순간을 스스로 내던지고 무기력한 삶을 사는 남자, 같은 시간 속에 있지만 서로 다른 시간을 살아가는 두 남녀의 시간 이탈 로맨스","드라마, 로맨스",15세 이상 시청가,2019년,4.4,https://file.kinolights.com/m/content_poster/202307/12/afcd4346-25b0-400d-907f-672cd1997671.webp,"넷플릭스, 티빙"
눈이라 불리는 사나이,강도들의 습격을 받고 살아남았지만 기억상실증에 걸린 총잡이 '루블 눈'은 그에게는 호의적인 무법자 '라임스'를 만난다. '라임스'의 도움을 받은 '눈'은 본인의 정체를 밝혀 나간다. 결국 '눈'은 자신의 아내와 아이가 강도들에 의해 살해당했다는 사실과 범인의 존재를 알게 되면서 복수에 나선다.,"액션, 스릴러",15세 이상 관람가,1973년,0.0,https://file.kinolights.com/m/content_poster/202307/12/c7bf9586-0f5d-4464-8767-af90898350de.webp,"왓챠, 티빙"
뉴 노멀,"‘혼밥’이 당연해진 고독한 시대, 저마다의 외로움과 고단함을 짊어진 이들이 서로 스치며 벌어지는 섬뜩하면서도 쓸쓸한 이야기","드라마, 코미디, 스릴러",15세 이상 관람가,2022년,2.5,https://file.kinolights.com/m/content_poster/202310/19/9c972924-d8bf-4d28-8f20-ca61796647ae.webp,"왓챠, 쿠팡플레이"
뉴 문,"초능력을 가진 뱀파이어 에드워드는 인간 벨라가 자신 때문에 위험해지자 냉정하게 그녀를 떠난다.
이제 벨라를 지키는 것은 오랜 친구 제이콥. 하지만 제이콥은 뱀파이어와 적을 이루는 늑대인간 ‘퀼렛족’의 일원으로 벨라와 에드워드를 떼어놓고자 한다.
그러던 어느 날 벨라....","드라마, 로맨스, 스릴러, 판타지",12세 이상 관람가,2009년,2.6,https://file.kinolights.com/m/content_poster/202307/12/32d930ec-da6d-44f2-8b56-dbfa0337e3f4.webp,넷플릭스
뉴 뮤턴트,"십대의 돌연변이 레인과 일리, 샘, 로베르토는 비밀 시설에 수용되어 심리 상태를 감시 받는다. 이들이 사회에는 물론 스스로에게도 위험한 존재라고 생각하는 닥터 레예스는 이들에게 돌연변이 능력을 통제하는 방법을 가르쳐주고자 애쓴다. 어느 날, 대재앙이 덮친 마을에서 혼자 살아남은 대니가 이곳에 들어오며 끔찍한 일들이 벌어지기 시작하고, 자신들의 힘을 두려워하고 다룰 줄 몰랐던 십대 돌연변이들은 믿기지 않는 경험을 하며 자신들의 능력을 각성하기 시작하는데…","액션, 공포",15세 이상 관람가,2020년,2.0,https://file.kinolights.com/m/content_poster/202307/12/3fe544ba-cddc-4492-9325-192b70c831ef.webp,쿠팡플레이
뉴스룸 시즌 1,인기 앵커 윌 맥어보이가 이끄는 ACN 보도국 뉴스나이트 팀원들은 가쉽거리가 아닌 진짜 뉴스를 만들기 위해 고분분투한다.,드라마,15세 이상 시청가,2012년,4.3,https://file.kinolights.com/m/content_poster/202307/12/75e367b2-36dc-4a3a-bd64-6ae7ddc7470f.webp,쿠팡플레이
뉴토피아,서울이 좀비 아포칼립스로 무너진다. 군인 재훈과 곰신 영주는 살아남기 위해 도심을 가로지르며 서로에게 의지한다. 하지만 도망치는 것만이 답이 아닐지도 모른다.,"드라마, 코미디, 액션, 로맨스, 스릴러, 판타지",19세 이상 시청가,2025년,2.6,https://file.kinolights.com/m/content_poster/202501/24/8a380063-c33a-4039-a016-58efe9651432.webp,쿠팡플레이
늑대소년,"요양 차 가족들과 한적한 마을로 이사 간 소녀는 어둠 속에 몸을 숨긴 의문의 늑대소년을 발견한다. 야생의 눈빛으로 사람 같지 않은 행동을 보이는 소년에게 왠지 마음이 쓰이는 소녀는 먹을 것을 보고 기다리는 법, 옷 입는 법, 글을 읽고 쓰는 법 등 소년에게 세상에서 살아가는 방법들을 하나씩 가르쳐준다. 태어나 처음으로 자신을 향해 손을 내밀어준 소녀에게 애틋한 감정이 싹트는 소년. 그러던 어느 날 예기치 못한 위기 속에 소년의 숨겨져 있던 위험한 본성이 드러나고, 소년은 순식간에 마을 사람들에게 두려움과 공포의 대상이 되어버리는데…","드라마, 로맨스, 판타지",15세 이상 관람가,2012년,2.9,https://file.kinolights.com/m/content_poster/202307/12/76392a08-0df1-4c1d-bd56-41bf5447a0e4.webp,쿠팡플레이
